"idtitulo","nombre","idtipotitulo","idarea","idcarrera","tipotitulofijo","idtitulopresencial","fecha","esuniversidad","modiuniversidad","idterminal","idsubterminal","id_orientaciondiniece","anio_art_43","resolucion_art_43","en_sicer"
10404,"Técnico Superior Universitario de Martillero Público y Corredor","TI","MAPU",108,"S",0,"2012-05-30",0,0,1,1,0,0,"No Corresponde",True
10410,"Técnico Universitario en Martillero Público y Corredor","TI","MAPU",108,"N",0,"1900-12-31",0,0,1,1,0,0,"No Corresponde",True
9086,"Especialista en Administración Bancaria","E","ORTB",59,"S",0,"2011-07-08",0,0,1,1,0,0,"No Corresponde",True
17768,"Técnico/a Universitario/a en Desarrollo Sostenible con Orientación en Economía Circular","P","SA",1,"S",0,"2024-09-27",0,0,1,1,0,0,"No Corresponde",True
9080,"Técnico Universitario en Gestión de Bancos y Empresas Financieras - MD","TI","ORTB",59,"S",1,"2011-07-08",0,0,1,1,0,0,"No Corresponde",True
480,"Graduado en Organización Bancaria","TI","ORTB",59,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
481,"Licenciado en Bancos y Finanzas","G","ORTB",59,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
483,"Licenciado en Organización y Técnica del Seguro","G","ORTB",59,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
484,"Técnico Bancario","TI","ORTB",59,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
485,"Técnico en Administración Bancaria","TI","ORTB",59,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5122,"Secretario Ejecutivo Informatizado - MD","TI","SECR",151,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5124,"Técnico Universitario en Secretariado Ejecutivo - MD","TI","SECR",151,"N",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4816,"Secretario Administrativo","TI","SECR",141,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
491,"Secretario Administrativo Universitario","TI","SECR",141,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4817,"Secretario Ejecutivo Bilingüe","TI","SECR",141,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4674,"Secretario Ejecutivo Informatizado","TI","SECR",141,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
493,"Secretario Ejecutivo Universitario","TI","SECR",141,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5912,"Técnico Universitario en Secretariado Ejecutivo","TI","SECR",141,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7489,"Licenciado en Gestión de Seguros","CL","SEG",163,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5918,"Técnico Universitario en Seguros","TI","SEG",163,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3740,"Técnico en Producción de Seguros","TINT","SEG",163,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5981,"Licenciado en Seguros","G","SEG",59,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5789,"Licenciado en Accidentología y Prevención Vial","G","ACCI",3,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7673,"Licenciado en Protección Civil y Emergencias","G","ACCI",3,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7934,"Licenciado en Protección Civil y Emergencias - MD","G","ACCI",3,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
14606,"Especialista en Liderazgo y Desarrollo Personal","E","PSIC",128,"S",0,"2018-07-18",0,0,1,1,0,0,"No Corresponde",True
4387,"Licenciado en Sistema de Protección Contra Siniestros","G","ACCI",3,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5962,"Perito en Accidentología","TI","ACCI",3,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
630,"Perito en Accidentología y Documentología","TI","ACCI",3,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9844,"Técnico Universitario en Emergencias Sanitarias y Desastres","P","ACCI",3,"S",0,"2012-02-22",0,0,1,1,0,0,"No Corresponde",True
8178,"Técnico Universitario en Protección Civil y Emergencias","TINT","ACCI",3,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7365,"Técnico Universitario en Seguridad Pública","P","ACCI",3,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
476,"Corredor de Comercio y Martillero Público","TI","MAPU",108,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12339,"Técnico en Protección Civil y Emergencias","TINT","ACCI",3,"S",0,"2014-06-05",0,0,1,1,0,0,"No Corresponde",True
12013,"Técnico en Protección Civil y Emergencias - MD","TI","ACCI",3,"N",1,"2013-09-25",0,0,1,1,0,0,"No Corresponde",True
5612,"Técnico en Seguridad Pública","TI","ACCI",3,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6935,"Licenciado en Accidentología Vial","G","ACCI",3,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7190,"Maestría en Seguridad Pública","M","ACCI",3,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
8109,"Magister en Aplicaciones Espaciales de Alerta y Respuesta Temprana a Emergencias","M","ACCI",3,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9021,"Profesor Universitario en el Área de la Seguridad - Ciclo de Profesorado","CP","ACCI",162,"S",0,"2011-06-21",0,0,1,1,0,0,"No Corresponde",True
11582,"Corredor Inmobiliario","TI","MAPU",108,"N",0,"2013-06-04",0,0,1,1,0,0,"No Corresponde",True
6787,"Técnico Universitario en Balística y Armas Portátiles","TI","BALI",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5963,"Perito en Balística","P","BALI",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5903,"Técnico en Balística","TI","BALI",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3658,"CBC - Calígrafo Público","CC","CAPU",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
634,"Calígrafo Público","TI","CAPU",39,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
635,"Calígrafo Público Nacional","TI","CAPU",39,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5791,"Especialista en Investigación Científica del Delito","E","CRIM",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9014,"Licenciado en Criminalística - Ciclo de Licenciatura","CL","CRIM",39,"N",0,"2011-06-16",0,0,1,1,0,0,"No Corresponde",True
7886,"Licenciado en Gestión de la Seguridad - Ciclo de Licenciatura - MD","CL","CRIM",39,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9097,"Técnico Superior en Seguridad","TI","CRIM",39,"S",0,"2011-07-11",0,0,1,1,0,0,"No Corresponde",True
1523,"Especialista en Criminología","E","CRIM",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
633,"Licenciado en Ciencias Criminalísticas y Criminología","G","CRIM",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
632,"Licenciado en Criminalística","G","CRIM",39,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5167,"Licenciado en Criminalística y Criminología","G","CRIM",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
8293,"Licenciado en Criminología y Ciencias Forenses","G","CRIM",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3503,"Magister en Criminología","M","CRIM",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
8002,"Master en Criminología","M","CRIM",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9746,"Perito en Ciencias Criminalísticas","P","CRIM",39,"S",0,"2011-08-16",0,0,1,1,0,0,"No Corresponde",True
7967,"Perito en Inspecciones Oculares y Dactiloscopia","TINT","CRIM",39,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
11450,"Técnico Universitario en Seguridad Pública y Ciudadana orientado a la Función Policial","P","CRIM",39,"S",0,"2013-05-08",0,0,1,1,0,0,"No Corresponde",True
7237,"Técnico Universitario en Documentología","P","DOCU",22,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
13642,"Magíster en Análisis y Gestión de Negocios","M","COME",31,"S",0,"2016-11-17",0,0,1,1,0,0,"No Corresponde",True
9895,"Perito Documentólogo","TINT","DOCU",22,"N",0,"2012-03-02",0,0,1,1,0,0,"No Corresponde",True
4118,"Documentalista Universitario","TI","DOCU",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5788,"Perito en Documentología","TI","DOCU",39,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
636,"Perito en Papiloscopía","P","PAPI",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5905,"Técnico en Papiloscopía","TI","PAPI",39,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3111,"Especialista en Desarrollo de Recursos Humanos","E","REHU",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
1514,"Especialista en Dirección Estratégica de Recursos Humanos","E","REHU",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6652,"Especialista en Gestión de Recursos Humanos","E","REHU",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5635,"Especialista en Logística Integrada","E","TRNS",106,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6383,"Especialista en Medios Alternativos de Resolución de Conflictos","E","REHU",136,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7590,"Especialista en Orientación en Ámbitos Individuales, Institucionales y Comunitarios","E","REHU",136,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3591,"Especialista en Recursos Humanos","E","REHU",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6997,"Licenciado en Dirección del Factor Humano","G","REHU",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7816,"Licenciado en Dirección del Factor Humano - Ciclo de Licenciatura","CL","REHU",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6909,"Licenciado en Gestión de Recursos Humanos - MD","G","REHU",138,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6314,"Licenciado en Recursos Humanos - MD","G","REHU",138,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9397,"Magister de la Universidad de Buenos Aires en Recursos Humanos","M","REHU",138,"S",0,"2011-07-16",0,0,1,1,0,0,"No Corresponde",True
1513,"Magister en Ciencias de la Familia","M","REHU",136,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5620,"Magister en Dirección de Recursos Humanos","M","REHU",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
2648,"Magister en Recursos Humanos","M","REHU",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9537,"Magister en Relaciones Laborales y Recursos Humanos","M","REHU",138,"S",0,"2011-07-22",0,0,1,1,0,0,"No Corresponde",True
3500,"Magister en Sistemas de Resolución de Conflictos","M","REHU",136,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6315,"Técnico Universitario en Recursos Humanos - MD","TINT","REHU",138,"N",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3548,"Licenciado en Gestión de Recursos Humanos","G","REHU",136,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
591,"Licenciado en Recursos Humanos","G","REHU",136,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5977,"Licenciado en Recursos Humanos- Ciclo de Licenciatura","CL","REHU",136,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6611,"Licenciado en Relaciones Humanas","G","REHU",136,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7826,"Asistente de Dirección del Factor Humano","TINT","REIN",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
593,"Licenciado en Relaciones Industriales","G","REIN",135,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6560,"Analista Universitario en Relaciones Laborales","TINT","RELA",138,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9539,"Analista en Relaciones Laborales","TINT","RELA",138,"N",0,"2011-07-22",0,0,1,1,0,0,"No Corresponde",True
9281,"Especialista en Ciencias Sociales del Trabajo","E","RELA",138,"S",0,"2011-07-16",0,0,1,1,0,0,"No Corresponde",True
9095,"Especialista en Gestión de las Relaciones Laborales","E","RELA",138,"S",0,"2011-07-11",0,0,1,1,0,0,"No Corresponde",True
10553,"Especialista en Gestión del Capital Humano por Competencias","E","RELA",138,"S",0,"1900-12-31",0,0,1,1,0,0,"No Corresponde",True
7888,"Licenciado en Relaciones Laborales - Ciclo de Licenciatura","CL","RELA",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
10821,"Magister en Currículum","M","RELA",138,"S",0,"2012-08-13",0,0,1,1,0,0,"No Corresponde",True
10023,"Analista de Recursos Humanos","TINT","RELA",138,"N",0,"2012-03-21",0,0,1,1,0,0,"No Corresponde",True
9941,"Analista en Desarrollo de Recursos Humanos","TINT","RELA",138,"N",0,"2012-03-12",0,0,1,1,0,0,"No Corresponde",True
10105,"Analista en Recursos Humanos","TINT","RELA",138,"N",0,"2012-03-29",0,0,1,1,0,0,"No Corresponde",True
9637,"Analista en Relaciones del Trabajo","TINT","RELA",138,"S",0,"2011-08-10",0,0,1,1,0,0,"No Corresponde",True
597,"Asistente Universitario de Relaciones Laborales","TINT","RELA",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7781,"Técnico Universitario en Criminalística","TINT","CRIM",39,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
590,"Analista Universitario en Recursos Humanos","TINT","REHU",136,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6812,"Asistente Universitario en Relaciones Laborales","TINT","RELA",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3652,"CBC - Licenciado en Relaciones del Trabajo","CC","RELA",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
10245,"Especialista en Dirección de Recursos Humanos","E","RELA",138,"S",0,"2012-05-07",0,0,1,1,0,0,"No Corresponde",True
10780,"Especialista en Gestión de las Relaciones del Trabajo","E","RELA",138,"S",0,"2012-07-27",0,0,1,1,0,0,"No Corresponde",True
10345,"Especialista en Relaciones Laborales","E","RELA",138,"S",0,"2012-05-22",0,0,1,1,0,0,"No Corresponde",True
9954,"Licenciado en Administración de Recursos Humanos - Ciclo de Licenciatura","CL","RELA",138,"S",0,"2012-03-12",0,0,1,1,0,0,"No Corresponde",True
10043,"Licenciado en Gestión de Recursos Humanos - Ciclo de Licenciatura","CL","RELA",138,"S",0,"2012-03-22",0,0,1,1,0,0,"No Corresponde",True
9893,"Licenciado en Recursos Humanos con Orientación en Desarrollo Organizacional","G","RELA",138,"S",0,"2012-03-02",0,0,1,1,0,0,"No Corresponde",True
599,"Licenciado en Relaciones Laborales","G","RELA",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
11576,"Licenciado en Relaciones Laborales - 4 años","G","RELA",138,"S",0,"2013-06-04",0,0,1,1,0,0,"No Corresponde",True
598,"Licenciado en Relaciones del Trabajo","G","RELA",138,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
11844,"Magister en Derecho del Trabajo y Relaciones Laborales Internacionales - MD","M","RELA",138,"S",1,"2013-07-23",0,0,1,1,0,0,"No Corresponde",True
10341,"Magister en Relaciones Laborales","M","RELA",138,"S",0,"2012-05-22",0,0,1,1,0,0,"No Corresponde",True
9711,"Profesor de Enseñanza Media y Superior en Relaciones del Trabajo","G","RELA",162,"S",0,"2011-08-10",0,0,1,1,0,0,"No Corresponde",True
7308,"Técnico Universitario en Gestión de Recursos Humanos","TI","RELA",138,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9767,"Técnico Universitario en Relaciones Laborales","TI","RELA",138,"N",0,"2011-08-19",0,0,1,1,0,0,"No Corresponde",True
10022,"Técnico en Relaciones Laborales","TINT","RELA",138,"N",0,"2012-03-21",0,0,1,1,0,0,"No Corresponde",True
6914,"Licenciado en Relaciones Públicas e Institucionales - MD","G","REPU",139,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9081,"Técnico Universitario en Ceremonial y Protocolo - MD","TI","REPU",139,"S",1,"2011-07-08",0,0,1,1,0,0,"No Corresponde",True
6222,"Técnico en Relaciones Públicas - MD","TI","REPU",139,"N",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6751,"Analista Universitario en Relaciones Públicas e Institucionales","TINT","REPU",139,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4023,"Asistente Universitario en Relaciones Públicas","TINT","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
606,"Licenciado en Relaciones Humanas y Públicas","G","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
17769,"Técnico/a Universitario/a en Desarrollo y Producción de Videojuegos","P","SA",1,"S",0,"2024-10-01",0,0,1,1,0,0,"No Corresponde",True
607,"Licenciado en Relaciones Públicas","G","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
11577,"Licenciado en Relaciones Públicas - 4 años","G","REPU",139,"S",0,"2013-06-04",0,0,1,1,0,0,"No Corresponde",True
6555,"Licenciado en Relaciones Públicas - Ciclo de Licenciatura","CL","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3549,"Licenciado en Relaciones Públicas e Institucionales","G","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3779,"Organizador de Eventos","TI","REPU",139,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4711,"Técnico Profesional en Relaciones Públicas","TI","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5356,"Técnico Universitario en Ceremonial","TINT","REPU",139,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7410,"Técnico Universitario en Ceremonial y Protocolo","P","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7402,"Técnico Universitario en Gestión y Organización de Eventos","P","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7669,"Técnico Universitario en Organización de Eventos","TI","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
608,"Técnico Universitario en Relaciones Públicas","P","REPU",139,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
15160,"Arquitecto/a","G","ARQU",17,"S",0,"2019-08-01",0,0,1,1,0,0,"No Corresponde",True
10166,"Técnico Universitario en Relaciones Públicas e Institucionales","TINT","REPU",139,"N",0,"2012-04-12",0,0,1,1,0,0,"No Corresponde",True
7940,"Técnico en Dirección de Protocolo, Organización de Eventos y Relaciones Públicas - MD","TI","REPU",139,"N",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5641,"Técnico en Organización de Eventos","TI","REPU",139,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6221,"Técnico en Relaciones Públicas","TI","REPU",139,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3678,"Auxiliar Técnico en Antropología","TINT","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3638,"CBC - Licenciado en Ciencias Antropológicas","CC","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
10033,"Ciclo Ciencias Antropológicas","CC","ANTR",15,"N",0,"2012-03-22",0,0,1,1,0,0,"No Corresponde",True
10126,"Diplomado Superior en Antropología Social y Política (Título Propio) - MD","F","ANTR",15,"S",1,"2012-03-30",0,0,1,1,0,0,"No Corresponde",True
9812,"Doctor de la Universidad de Buenos Aires, área Bioantropología","D","ANTR",15,"S",0,"2011-10-14",0,0,1,1,0,0,"No Corresponde",True
9621,"Doctor en Ciencias Antropológicas","D","ANTR",15,"S",0,"2011-08-10",0,0,1,1,0,0,"No Corresponde",True
517,"Licenciado en Antropología","G","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
518,"Licenciado en Antropología Social","G","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7065,"Licenciado en Antropología Social y Cultural","G","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6151,"Licenciado en Antropología orientación Arqueología","G","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
519,"Licenciado en Ciencias Antropológicas","G","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7487,"Licenciado en Cultura y Lenguajes Artísticos","G","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9819,"Magister de la Universidad de Buenos Aires en Antropología Social","M","ANTR",15,"S",0,"2011-10-14",0,0,1,1,0,0,"No Corresponde",True
10749,"Magister en Antropología","M","ANTR",15,"S",0,"2012-07-06",0,0,1,1,0,0,"No Corresponde",True
9007,"Magister en Antropología Social y Política","M","ANTR",15,"S",0,"2011-06-02",0,0,1,1,0,0,"No Corresponde",True
7385,"Profesor Universitario en Antropología - Ciclo de Profesorado","CP","ANTR",162,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3937,"Profesor en Antropología","G","ANTR",162,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9128,"Doctor de la Universidad de Buenos Aires, área Antropología","D","ANTR",15,"S",0,"2011-07-16",0,0,1,1,0,0,"No Corresponde",True
9653,"Doctor de la Universidad de Buenos Aires, área Ciencias Antropológicas","D","ANTR",15,"S",0,"2011-08-11",0,0,1,1,0,0,"No Corresponde",True
5658,"Doctor en Antropología Social","D","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
2083,"Doctor en Humanidades y Artes - Mención Antropología","D","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
600,"Analista Universitario en Relaciones Públicas","TINT","REPU",139,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7902,"Diseñador de Eventos","P","REPU",139,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
8113,"Especialista en Antropología Social","E","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
8006,"Especialista en Cultura y Literatura del NOA - Siglo XX","E","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9991,"Licenciado en Ciencias Antropológicas (Orientación Arqueológica)","G","ANTR",15,"S",0,"1900-12-31",0,0,1,1,0,0,"No Corresponde",True
9992,"Licenciado en Ciencias Antropológicas (Orientación Sociocultural)","G","ANTR",15,"S",0,"1900-12-31",0,0,1,1,0,0,"No Corresponde",True
1493,"Magister en Antropología Social","M","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7728,"Magister en Culturas y Literaturas Comparadas","M","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5856,"Magister en Diseño y Gestión de Programas Sociales","M","CSOC",9,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
10003,"Diplomado Superior en Ciencias Sociales con mención en Psicoanálisis y Prácticas Socio-Educativas (Título Propio) - MD","F","CSOC",143,"S",1,"2012-03-21",0,0,1,1,0,0,"No Corresponde",True
9999,"Diplomado Superior en Desarrollo Local y Economía Social (Título Propio)","F","CSOC",28,"S",0,"2012-03-21",0,0,1,1,0,0,"No Corresponde",True
7833,"Diplomado en Ciencias Sociales - Ciclo Común","CC","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5757,"Doctor de la Universidad Nacional de Luján con orientación en Ciencias Sociales y Humanas","D","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9122,"Doctor de la Universidad de Buenos Aires en Ciencias Sociales","D","CSOC",143,"S",0,"2011-07-16",0,0,1,1,0,0,"No Corresponde",True
6376,"Doctor en Ciencias Sociales","D","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
11439,"Doctor en Ciencias Sociales y Humanas","D","CSOC",143,"S",0,"2013-05-08",0,0,1,1,0,0,"No Corresponde",True
7298,"Doctor en Estudios Sociales Agrarios","D","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7729,"Doctor en Estudios Sociales de América Latina","D","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6712,"Especialista en Abordaje Integral de las Problemáticas Sociales en el  Ámbito Comunitario - MD","E","CSOC",151,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5663,"Especialista en Culturas Guaraní-Jesuíticas","E","CSOC",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5659,"Especialista en Diseño de Programa Social","E","CSOC",151,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5865,"Especialista en Enseñanza de las Ciencias Sociales","E","CSOC",29,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
11891,"Especialista en Enseñanza de las Ciencias Sociales con mención en Formación Ética y Ciudadana","E","CSOC",29,"S",0,"2013-08-05",0,0,1,1,0,0,"No Corresponde",True
7766,"Especialista en Estudios Culturales","E","CSOC",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
11744,"Especialista en Estudios Interculturales, de Géneros y Sexualidades","E","CSOC",15,"S",0,"2013-07-02",0,0,1,1,0,0,"No Corresponde",True
5862,"Especialista en Estudios Sociales Agrarios","E","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
3320,"Especialista en Estudios Sociales y Culturales","E","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9057,"Especialista en Estudios de Asia Oriental","E","CSOC",143,"S",0,"2011-07-07",0,0,1,1,0,0,"No Corresponde",True
7742,"Especialista en Estudios de Asia Oriental con Orientación en China","E","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7743,"Especialista en Estudios de Asia Oriental con Orientación en Corea","E","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7741,"Especialista en Estudios de Asia Oriental con Orientación en Japón","E","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6281,"Especialista en Estudios de las Mujeres y de Género","E","CSOC",143,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6209,"Especialista en Gestión Estratégica de Organizaciones Públicas","E","CSOC",9,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5711,"Especialista en Metodología de la Investigación en Ciencias Sociales","E","CSOC",58,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7533,"Especialista en Organizaciones sin Fines de Lucro","E","CSOC",68,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
7581,"Especialista en Políticas Sociales","E","CSOC",28,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
8092,"Especialista en Políticas Sociales Urbanas","E","CSOC",28,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
