"idinstitucion","cuit","nombre","nombre_corto","tipo","jurisdiccion","sigla","idpadreinstitucion","casillacorreo","clasificacion","regimen","observaciones","esuniversidad","modiuniversidad","email","web","cue","facebook","twitter","vigencia_hasta","solo_guia","nivelcpres","en_cpres","idnivel","en_sicer","prefijo","telefono1","telefono2"
119,"","Facultad de Ciencias Exactas y Naturales","","UA","N","FCEN",33,"","","PU","",0,0,"academ@de.fcen.uba.ar","www.exactas.uba.ar","070200905","","",9999,0,1,True,2,True,"011","45083619",NULL
4275,NULL,"Facultad de Ciencias Sociales,  Educación y Comunicación",NULL,"UA","N","",80,NULL,NULL,"PR",NULL,0,0,"","",NULL,NULL,NULL,9999,0,1,False,2,True,"","",""
3514,NULL,"Departamento de Ciencias Ambientales y Gestión del Agua",NULL,"UA","N","",3134,"",NULL,"PU",NULL,0,0,"info@unlc.edu.ar","www.unlc.edu.ar","077414601","","",9999,0,1,False,2,True,"2656","474612",""
121,"","Facultad de Ciencias Económicas","","UA","N","FECON",33,"","","PU","",0,0,"doeinfo@rec.uba.ar","www.econ.uba.ar/","070200907",NULL,NULL,9999,0,1,True,2,True,"011","52857100",""
3935,NULL,"Facultad de Ciencias de la Salud - Humboldt",NULL,"UA","N","",71,"",NULL,"PR",NULL,0,0,"universidad@ichumboldt.edu.ar","www.ucsf.edu.ar/facultades/ciencias-de-la-salud","078207030","","",9999,0,1,False,4,True,"342","4603030",""
3671,NULL,"Rectorado",NULL,"UA","N","",71,NULL,NULL,"PR",NULL,0,0,"webmaster@ucsf.edu.ar","http://www.ucsf.edu.ar/","070607000",NULL,NULL,9999,0,2,True,1,True,"342","4603030",""
3549,NULL,"Facultad de Psicología - Reconquista",NULL,"UA","N","",71,"",NULL,"PR",NULL,0,0,"reconquista@ucsf.edu.ar","www.ucsf.edu.ar/sedes/reconquista/","078207027","","",9999,0,1,False,3,True,"3482","424794",""
3906,NULL,"Facultad de Filosofía y Humanidades - Concordia",NULL,"UA","N","",71,"",NULL,"PR",NULL,0,0,"ffyh@ucsf.edu.ar","www.ucsf.edu.ar/facultades/filosofia-y-humanidades","073007031","Facultad de Filosofía y Humanidades UCSF","",9999,0,1,False,4,True,"342","4603030",""
854,"","Departamento Académico Rafaela","","UA","N","DAR",72,"","","PR","",0,0,"info.dar@ucse.edu.ar","http://www.ucse.edu.ar/web/rafaela/sede_rafaela.htm","078207102","","",9999,0,1,True,2,True,"3492","432832",""
3172,NULL,"Facultad de Ciencias de la Salud",NULL,"UA","N","",72,"",NULL,"PR",NULL,0,0,"facultad.salud@ucse.edu.ar","http://newsite.ucse.edu.ar/index.php/ucse-sedes/santiago-del-estero","078607100","","",9999,0,1,True,2,True,"385","4211777",""
547,"","Facultad de Ciencias Económicas","","UA","N","",72,"","","PR","",0,0,"secretaria.economicas@ucse.edu.ar","http://www.ucse.edu.ar/web/sede_sgo/fce/sc%20fce.htm","078607104","","",9999,0,1,True,2,True,"385","4211777",""
548,"","Facultad de Ciencias Políticas, Sociales y Jurídicas","","UA","N","",72,"","","PR","",0,0,"secretariapoliticas@ucse.edu.ar","http://www.ucse.edu.ar/web/sede_sgo/fcpsj/sc%20fcpsj.htm","078607105","","",9999,0,1,True,2,True,"385","4211777",""
902,"","Escuela de Economía","","UA","N","",73,"","","PR","",0,0,"ingresos@ub.edu.ar","www.ub.edu.ar","070207213",NULL,NULL,9999,0,1,True,2,True,"11","47885400",""
555,"","Facultad de Arquitectura y Urbanismo","","UA","N","",73,"","","PR","",0,0,"ingresos@ub.edu.ar","www.ub.edu.ar","070207202","","",9999,0,1,True,2,True,"11","47885400",""
2708,"","Departamento de Estudios de Posgrado y Educación Continua","","UA","N","",73,"","","PR","",0,0,"titolasanta@gmail.com","http://www.ub.edu.ar/","070207212","","",9999,0,1,True,2,True,"11","47885400",""
563,"","Facultad de Estudios a Distancia","","UA","N","",73,"","","PR","",0,0,"ingresos@ub.edu.ar","www.ub.edu.ar","070207209",NULL,NULL,9999,0,1,True,2,True,"11","47885400",""
903,"","Facultad de Estudios para Graduados","","UA","N","",73,"","","PR","",0,0,"info.posgrados@ub.edu.ar","www.ub.edu.ar","070207217","","",9999,0,1,True,2,True,"11","47885400",""
2964,NULL,"Facultad de Ciencias Empresariales y Gestión Pública",NULL,"UA","N","",94,"",NULL,"PR",NULL,0,0,"informes@uch.edu.ar","www.uch.edu.ar","075008305","","",9999,0,1,True,2,True,"02461","4248443",""
4076,NULL,"Facultad de Ciencias Empresariales y Gestión Pública Delegación Este",NULL,"UA","N","",94,"",NULL,"PR",NULL,0,0,"campuseste@uch.edu.ar","https://www.uch.edu.ar","075008311","","",9999,0,1,False,4,True,"0263","4424945",""
3696,NULL,"Facultad de Ciencias Empresariales y Gestión Pública Sede San Rafael",NULL,"UA","N","",94,"",NULL,"PR",NULL,0,0,"alumnossanrafael@uch.edu.ar","https://www.uch.edu.ar","075008308","","",9999,0,1,False,4,True,"0260","4424812",""
3697,NULL,"Facultad de Derecho Sede San Rafael",NULL,"UA","N","",94,"",NULL,"PR",NULL,0,0,"alumnossanrafael@uch.edu.ar","https://www.uch.edu.ar","075008309","","",9999,0,1,False,4,True,"0260","4424812",""
3698,NULL,"Facultad de Derecho Sede Valle de Uco",NULL,"UA","N","",94,"",NULL,"PR",NULL,0,0,"derechovalledeuco@uch.edu.ar","https://www.uch.edu.ar","075008310","","",9999,0,1,False,4,True,"02622","424975",""
2965,NULL,"Facultad de Informática y Diseño",NULL,"UA","N","",94,"",NULL,"PR",NULL,0,0,"informes@uch.edu.ar","www.uch.edu.ar","075008306","","",9999,0,1,True,2,True,"0261","4248443",""
4077,NULL,"Facultad de Informática y Diseño Delegación Este",NULL,"UA","N","",94,"",NULL,"PR",NULL,0,0,"campuseste@uch.edu.ar","https://www.uch.edu.ar","075008312","","",9999,0,1,False,4,True,"0263","4424945",""
852,"","Departamento Académico San Salvador","","UA","N","DASS",72,"","","PR","",0,0,"maparicio@ucse.edu.ar","http://www.ucse.edu.ar/web/jujuy/sede_jujuy.htm","073807107","","",9999,0,1,True,2,True,"388","4236881",""
4271,NULL,"Sede Regional Capilla del Monte - Dr. Bernardo Houssay",NULL,"UA","P","",3022,NULL,NULL,"PU",NULL,0,0,"sedecmonte.bhoussay@upc.edu.ar","www.upc.edu.ar",NULL,NULL,NULL,9999,0,1,False,2,True,"3548","486621","486621"
124,"","Facultad de Filosofía y Letras","","UA","N","FFyL",33,"","","PU","",0,0,"doeinfo@rec.uba.ar","www.filo.uba.ar","070200909",NULL,NULL,9999,0,1,True,2,True,"011","45083619",NULL
126,"","Facultad de Medicina","","UA","N","FMED",33,"","","PU","",0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070200911",NULL,NULL,9999,0,1,True,2,True,"011","45083619",NULL
127,"","Facultad de Odontología","","UA","N","ODON",33,"","","PU","",0,0,"doeinfo@rec.uba.ar","www.odon.uba.ar","070200912",NULL,NULL,9999,0,1,True,2,True,"011","45083619",NULL
1788,"","Facultad de Derecho","","UA","N","FDER",33,"","","PU","",0,0,"estudiantes@derecho.uba.ar","www.derecho.uba.ar","070200913",NULL,NULL,9999,0,1,True,2,True,"011","45083619",NULL
2134,"","Rectorado","","UA","N","",33,"","","PU","",0,0,"doeinfo@rec.uba.ar","http://www.uba.ar/academicos/doe","070200919","","",9999,0,1,True,1,True,"011","52855000",NULL
2590,"","Módulo Esquel - Facultad de Ciencias del Ambiente y de la Salud","","UA","N","FCAS",36,"","","PU","",0,0,"alumnos@facias.uncoma.edu.ar","http://faciasweb.uncoma.edu.ar","072604836","","",2023,0,1,True,4,True,"0299","4490375",""
4295,NULL,"Facultad de Ingeniería",NULL,"UA","N","",4172,NULL,NULL,"PR",NULL,0,0,"","",NULL,NULL,NULL,9999,0,1,False,2,True,"","",""
58,"","Universidad Nacional de Tucumán","Tucumán","U","N","UNT",0,"","","PU","",0,0,"info@unt.edu.ar","www.unt.edu.ar",NULL,"","",9999,0,1,True,1,True,"0381","4247752",""
4285,NULL,"Facultad de Arquitectura, Urbanismo y Diseño",NULL,"UA","N","ARQ",107,NULL,NULL,"PR",NULL,0,0,"cpaca@atlantida.edu.ar","www.atlantida.edu.ar",NULL,NULL,NULL,9999,0,1,False,2,True,"223","6206387",""
973,"","Facultad de Artes y Diseño","","UA","N","FAD",38,"-","","PU","",0,0,"comunicacion@fad.uncu.edu.ar","www.fad.uncuyo.edu.ar","075001514","","",9999,0,1,True,2,True,"0261","4494058","4494058"
3188,NULL,"Colegio Universitario Central ""General José de San Martín""",NULL,"PRE","N","CUC",38,"no",NULL,"PU",NULL,0,0,"cuc.mesaentradas@uncuyo.edu.ar","www.cuc.uncuyo.edu.ar","075001582","www.facebook.com/Colegio.Universitario.Cental. UNCuyo","@cucuncuyo",9999,0,1,True,2,True,"0261","4241496","4241496"
3485,NULL,"Facultad de Medicina",NULL,"UA","N","",2113,"",NULL,"PR",NULL,0,0,"facultadmedicina@iunir.edu.ar","https://www.iunir.edu.ar/grado/medicina/fmedi.asp","078211101","","",9999,0,1,False,2,True,"(0341)","421-1477","425-6344"
4289,NULL,"Secretaría Académica",NULL,"UA","N","",3517,NULL,NULL,"PU",NULL,0,0,"","",NULL,NULL,NULL,2023,0,1,False,2,True,"","",""
4322,NULL,"Unidad Académica Escuela de Cadetes ""Coronel Ramón Lorenzo Falcón""",NULL,"UA","N","",59,NULL,NULL,"PU",NULL,0,0,"inscripciones@escueladecadetespfa.edu.ar","www.iupfa.edu.ar",NULL,NULL,NULL,9999,0,1,False,2,True,"(011)","4638-3129",""
2623,"","Delegación Académica Olta","","UA","N","",61,"","","PU","",0,0,"academic@unlar.edu.ar","www.unlar.edu.ar","074602607","","",9999,0,1,True,2,True,"(0380)","445-7000",""
4283,NULL,"Dirección de Alumnos",NULL,"UA","N","DA",698,NULL,NULL,"PU",NULL,0,0,"alumnos@untref.edu.ar","http://www.untref.edu.ar/",NULL,NULL,NULL,9999,0,1,False,3,True,"(011)","4759-3528",""
4293,NULL,"Escuela de Diseño y Comunicación",NULL,"UA","N","",73,NULL,NULL,"PR",NULL,0,0,"","",NULL,NULL,NULL,9999,0,1,False,2,True,"","",""
4290,NULL,"Rectorado-Sede Comodoro Rivadavia",NULL,"UA","N","UNPSJB",42,NULL,NULL,"PU",NULL,0,0,"pedagogia@unpata.edu.ar","www.unp.edu.ar",NULL,NULL,NULL,9999,0,1,False,3,True,"297","4557856",""
4292,NULL,"Rectorado-Trelew",NULL,"UA","N","UNPSJB",42,NULL,NULL,"PU",NULL,0,0,"pedagogia@unpata.edu.ar","www.unp.edu.ar",NULL,NULL,NULL,9999,0,1,False,3,True,"297","4557856","4557856"
3461,NULL,"Extensión aúlica Capitán Sarmiento",NULL,"UA","N","",3123,"",NULL,"PU",NULL,0,0,"alumnos@unsada.edu.ar","https://www.unsada.edu.ar/","070612007","","",9999,0,1,False,4,True,"02326","421167",""
3383,NULL,"Extensión aúlica San Andrés de Giles",NULL,"UA","N","",3123,"",NULL,"PU",NULL,0,0,"alumnos@unsada.edu.ar","https://www.unsada.edu.ar/","070612002","","",9999,0,1,True,4,True,"02326","421167",""
3460,NULL,"Extensión aúlica San Pedro",NULL,"UA","N","",3123,"",NULL,"PU",NULL,0,0,"alumnos@unsada.edu.ar","https://www.unsada.edu.ar/","070612006","","",9999,0,1,False,4,True,"02326","421167",""
3328,NULL,"Sede Baradero",NULL,"UA","N","",3123,"",NULL,"PU",NULL,0,0,"alumnos@unsada.edu.ar","https://www.unsada.edu.ar/","070612004","","",9999,0,1,True,3,True,"03329","524726",""
3382,NULL,"Sede San Antonio de Areco",NULL,"UA","N","",3123,"",NULL,"PU",NULL,0,0,"alumnos@unsada.edu.ar","https://www.unsada.edu.ar/","070612005","","",9999,0,1,True,3,True,"02326","453079",""
3305,NULL,"Escuela de Desarrollo Social y Humano",NULL,"UA","N","",3123,"",NULL,"PU",NULL,0,0,"alumnos@unsada.edu.ar","https://www.unsada.edu.ar/","070612001","","",9999,0,1,True,2,True,"02326","421167",""
3127,NULL,"Rectorado",NULL,"UA","N","",3123,"",NULL,"PU",NULL,0,0,"privada@unsada.edu.ar","https://www.unsada.edu.ar/","070612003","","",9999,0,1,True,1,True,"02326","510032",""
250,"","Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia","","UA","N","UNPSJB",42,"sn","","PU","",0,0,"decanafhycs@unp.edu.ar","www.fhcs.unp.edu.ar","072602404","","",9999,0,1,True,3,True,"297","4001957",""
2750,"","Facultad de Estudios a Distancia y Educación Virtual","","UA","N","",73,"","","PR","",0,0,"titolasanta@gmail.com","http://www.ub.edu.ar/","070207216","","",9999,0,1,True,2,True,"11","47885400",""
3597,NULL,"Rectorado",NULL,"UA","N","",73,"",NULL,"PR",NULL,0,0,"paola.velasco@comunidad.ub.edu.ar","http://www.ub.edu.ar/","070207200","","",9999,0,2,True,1,True,"11","47885400",""
4296,NULL,"Centro Regional Universitario San Martín de los Andes",NULL,"UA","N","CRUSMA",36,NULL,NULL,"PU",NULL,0,0,"ingreso@ausma.uncoma.edu.ar","https://crusmaweb.uncoma.edu.ar/",NULL,NULL,NULL,9999,0,1,False,2,True,"0294","4419831",""
4300,NULL,"Centro Universitario Rafaela Sunchales",NULL,"UA","N","CURS",44,NULL,NULL,"PU",NULL,0,0,"sede-rs@unl.edu.ar","https://www.curs.unl.edu.ar/",NULL,NULL,NULL,9999,0,1,False,2,True,"03492","422713",""
4198,NULL,"Rectorado",NULL,"UA","N","UNMa",4188,"",NULL,"PU",NULL,0,0,"academica@unma.net.ar","https://unma.net.ar/","070216400","","",9999,0,1,False,1,True,"011","38534688","38534688"
4238,NULL,"Escuela de Floricultura y Jardinería ""Juan O. Hall""",NULL,"UA","N","",33,NULL,NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.agro.uba.ar","070215458",NULL,NULL,9999,0,1,False,4,True,"011","52855000",""
4236,NULL,"Facultad de Ciencias de la Educación y Psicología",NULL,"UA","N","FCEP",36,NULL,NULL,"PU",NULL,0,0,"info@face.uncoma.edu.ar","http://faceweb.uncoma.edu.ar","076204849",NULL,NULL,9999,0,1,False,2,True,"0299","4781429",""
4243,NULL,"Instituto Tecnológico Universitario - Sede Tupungato",NULL,"UA","N","itu",38,NULL,NULL,"PU",NULL,0,0,"itu@uncuyo.edu.ar","https://itu.uncuyo.edu.ar/sedes","075001588",NULL,NULL,9999,0,1,False,4,True,"02622","2578359","2578359"
4245,NULL,"Facultad de Ciencias Económicas e Informática",NULL,"UA","N","",43,NULL,NULL,"PU",NULL,0,0,"alumnos@info.unlp.edu.ar","https://cdo.info.unlp.edu.ar/ciencia-de-datos-en-organizaciones/","070602530",NULL,NULL,9999,0,1,False,2,True,"0221","4277270","4236769"
4252,NULL,"Facultad de Ciencias Médicas, Centro Formador Hospital de alta complejidad en red El Cruce, Dr. Nestor Kirchner",NULL,"UA","N","",43,NULL,NULL,"PU",NULL,0,0,"consultas_academicas@med.unlp.edu.ar","https://www.med.unlp.edu.ar/","070602531",NULL,NULL,9999,0,1,False,4,True,"0221","4241596",""
4253,NULL,"Facultad de Ciencias Médicas, Centro Formador Hospital Italiano La Plata",NULL,"UA","N","",43,NULL,NULL,"PU",NULL,0,0,"consultas_academicas@med.unlp.edu.ar","https://www.med.unlp.edu.ar/","070602532",NULL,NULL,9999,0,1,False,4,True,"0221","4241596",""
4254,NULL,"Facultad de Ciencias Médicas, Centro Formador Hospital Interzonal General de Agudos ""Profesor Doctor Rodolfo Rossi""",NULL,"UA","N","",43,NULL,NULL,"PU",NULL,0,0,"consultas_academicas@med.unlp.edu.ar","https://www.med.unlp.edu.ar/","070602533",NULL,NULL,9999,0,1,False,4,True,"0221","4241596",""
4255,NULL,"Facultad de Ciencias Médicas, Centro Formador Hospital Zonal General de Agudos ""Doctor Ricardo Gutierrez""",NULL,"UA","N","",43,NULL,NULL,"PU",NULL,0,0,"consultas_academicas@med.unlp.edu.ar","https://www.med.unlp.edu.ar/","070602534",NULL,NULL,9999,0,1,False,4,True,"0221","4241596",""
4256,NULL,"Facultad de Ciencias Médicas, Centro Formador Sanatorio IPENSA - Instituto Privado Clínico de Diagnóstico y Tratamiento",NULL,"UA","N","",43,NULL,NULL,"PU",NULL,0,0,"consultas_academicas@med.unlp.edu.ar","https://www.med.unlp.edu.ar/","070602535",NULL,NULL,9999,0,1,False,4,True,"0221","4241596",""
4257,NULL,"Facultad de Ciencias Médicas, Centro Formador Hospital Interzonal Especializado de Agudos y Crónicos ""San Juan Dios""",NULL,"UA","N","",43,NULL,NULL,"PU",NULL,0,0,"consultas_academicas@med.unlp.edu.ar","https://www.med.unlp.edu.ar/","070602536",NULL,NULL,9999,0,1,False,4,True,"0221","4241596",""
4140,NULL,"Extensión Áulica de Villa Cura Brochero",NULL,"UA","P","",3022,"",NULL,"PU",NULL,0,0,"marianaaccornero@upc.edu.ar","www.upc.edu.ar","071414323","","",9999,0,1,False,4,True,"0351","4430362","03544609190"
4216,NULL,"Secretaría Académica y de Posgrado",NULL,"UA","P","SAP",3022,NULL,NULL,"PU",NULL,0,0,"academica@upc.edu.ar","https://www.upc.edu.ar/rectorado/secretaria-academica-posgrado/","071414325",NULL,NULL,9999,0,1,False,2,True,"0351","4430362",""
4218,NULL,"Facultad de Turismo y Ambiente  ""Marcelo Montes Pacheco""",NULL,"UA","P","",3022,NULL,NULL,"PU",NULL,0,0,"fta@upc.edu.ar","https://fta.upc.edu.ar/","071414327",NULL,NULL,9999,0,1,False,2,True,"0351","4430362",""
4219,NULL,"Facultad de Educación y Salud: Dr. Domingo Cabred",NULL,"UA","P","FES",3022,NULL,NULL,"PU",NULL,0,0,"fes@upc.edu.ar","https://fes.upc.edu.ar/","071414328",NULL,NULL,9999,0,1,False,2,True,"0351","4430362",""
4220,NULL,"Facultad de Educación Física Ipef",NULL,"UA","P","",3022,NULL,NULL,"PU",NULL,0,0,"decanato.fef@upc.edu.ar","https://fef.upc.edu.ar/","071414329",NULL,NULL,9999,0,1,False,2,True,"0351","4348394",""
4221,NULL,"Departamento de Ciencias Exactas, Naturales y Ambientales",NULL,"UA","N","",62,NULL,NULL,"PR",NULL,0,0,"INFORMES@CAECE.EDU.AR","www.ucaece.edu.ar","070206322",NULL,NULL,9999,0,1,False,2,True,"011","52522800",""
4244,NULL,"Escuela de Posgrado",NULL,"UA","N","",67,NULL,NULL,"PR",NULL,0,0,"academica.ep@ucc.edu.ar","www.ucc.edu.ar","071406615",NULL,NULL,9999,0,1,False,2,True,"351","4938000",""
4226,NULL,"Escuela de Cultura Religiosa y Pastoral",NULL,"UA","N","culturaUCCuyo",68,NULL,NULL,"PR",NULL,0,0,"cultura@uccuyo.edu.ar","http://www.uccuyo.edu.ar","077006721",NULL,NULL,9999,0,1,False,2,True,"264","4292343",""
4214,NULL,"Escuela de Diseño",NULL,"UA","N","",100,NULL,NULL,"PR",NULL,0,0,"led@utdt.edu","https://www.utdt.edu//listado_contenidos.php?id_item_menu=26550","070213110",NULL,NULL,9999,0,1,False,2,True,"011","51697812",""
4251,NULL,"Facultad de Ciencias Económicas",NULL,"UA","N","CE",107,NULL,NULL,"PR",NULL,0,0,"cpaca@atlantida.edu.ar","www.atlantida.edu.ar","070609207",NULL,NULL,9999,0,1,False,2,True,"0223","6206387",""
4228,NULL,"Facultad de Ciencias de la Salud y Bienestar",NULL,"UA","N","FACSA",108,NULL,NULL,"PR",NULL,0,0,"coo.salud@ucp.edu.ar","www.ucp.edu.ar","071809328",NULL,NULL,9999,0,1,False,2,True,"379","4220333",""
4229,NULL,"Facultad de Ciencias Económicas y Ambientales",NULL,"UA","N","FACEA",108,NULL,NULL,"PR",NULL,0,0,"dec.economicas@ucp.edu.ar","www.ucp.edu.ar","071809329",NULL,NULL,9999,0,1,False,2,True,"379","4220333",""
4230,NULL,"Facultad de Ciencias Sociales y Humanidades",NULL,"UA","N","FACSO",108,NULL,NULL,"PR",NULL,0,0,"dec.psicologia@ucp.edu.ar","www.ucp.edu.ar","071809330",NULL,NULL,9999,0,1,False,2,True,"379","4220333",""
4231,NULL,"Facultad de Ingeniería, Tecnología y Arquitectura",NULL,"UA","N","FAITA",108,NULL,NULL,"PR",NULL,0,0,"dec.ingenieria@ucp.edu.ar","www.ucp.edu.ar","071809331",NULL,NULL,9999,0,1,False,2,True,"379","4220333",""
4260,NULL,"Departamento de Administración y Formación Empresarial",NULL,"UA","N","Adrián Pin",924,NULL,NULL,"PR",NULL,0,0,"pin@eseade.edu.ar","https://www.eseade.edu.ar/","070211003",NULL,NULL,9999,0,1,False,2,True,"011","47735825",""
4261,NULL,"Departamento de Arte y Curaduría",NULL,"UA","N","Adrián Pin",924,NULL,NULL,"PR",NULL,0,0,"pin@eseade.edu.ar","https://www.eseade.edu.ar/","070211004",NULL,NULL,9999,0,1,False,2,True,"011","47735825",""
4262,NULL,"Departamento de Economía y Ciencias Sociales",NULL,"UA","N","Adrián Pin",924,NULL,NULL,"PR",NULL,0,0,"pin@eseade.edu.ar","https://www.eseade.edu.ar/","070211005",NULL,NULL,9999,0,1,False,2,True,"011","47735825",""
4263,NULL,"Departamento de Humanidades y Comunicación",NULL,"UA","N","Adrián Pin",924,NULL,NULL,"PR",NULL,0,0,"pin@eseade.edu.ar","https://www.eseade.edu.ar/","070211006",NULL,NULL,9999,0,1,False,2,True,"011","47735825",""
4206,NULL,"Rectorado",NULL,"UA","N",NULL,4205,NULL,NULL,"PR",NULL,0,0,NULL,NULL,"070216701",NULL,NULL,9999,0,1,False,1,True,NULL,NULL,NULL
4276,NULL,"Sede Regional Laboulaye- Eduardo Lefebvre",NULL,"UA","P","",3022,NULL,NULL,"PU",NULL,0,0,"sede.lye.elefebvre@upc.edu.ar","www.upc.edu.ar",NULL,NULL,NULL,9999,0,1,False,2,True,"(3385)","522383",""
34,"","Universidad Nacional de Catamarca","Catamarca","U","N","UNCA",0,"4700","","PU","",0,0,"dolima@unca.edu.ar","http://www.unca.edu.ar/",NULL,"https://www.facebook.com/UNCaWeb","@UNCAoficial",9999,0,1,True,1,True,"0383","4717217",""
3022,NULL,"Universidad Provincial de Córdoba","Provincial de Córdoba","U","P","UPC",0,"",NULL,"PU",NULL,0,0,"rectorado@upc.edu.ar","www.upc.edu.ar","","Universidad Provincial de Córdoba","",9999,0,1,True,1,True,"351","4430362",""
4278,NULL,"Extensión Áulica Freyre de la Sede Regional Morteros",NULL,"UA","P","",3022,NULL,NULL,"PU",NULL,0,0,"sedemorteros.zpeleta@upc.edu.ar","www.upc.edu.ar",NULL,NULL,NULL,9999,0,1,False,3,True,"3562","425336","425336"
4237,NULL,"Facultad de Salud",NULL,"UA","N","",2113,NULL,NULL,"PR",NULL,0,0,"facultadsalud@iunir.edu.ar","iunir.edu.ar","078211003",NULL,NULL,9999,0,1,False,2,True,"0341","528-8909","679-7799"
4268,"","Departamento de Humanidades","","UA","N","UNMa",4188,"","","PU","",0,0,"academica@unma.net.ar","www.iunma.edu.ar","070216402","https://www.facebook.com/iunmaoficial","",9999,0,1,False,2,True,"011","38534688","38534688"
4277,NULL,"Sede Regional Rio Tercero",NULL,"UA","P","",3022,NULL,NULL,"PU",NULL,0,0,"sede.riotercero@upc.edu.ar","www.upc.edu.ar",NULL,NULL,NULL,9999,0,1,False,2,True,"3571","564582","564582"
4286,NULL,"Facultad de Ingeniería",NULL,"UA","N","II",107,NULL,NULL,"PR",NULL,0,0,"cpaca@atlantida.edu.ar","http://www.atlantida.edu.ar/",NULL,NULL,NULL,9999,0,1,False,2,True,"223","6206387",""
428,"","Facultad de Derecho y Ciencias Sociales","","UA","N","",58,"","","PU","",0,0,"secretaria.academica@derecho.unt.edu.ar","www.derecho.unt.edu.ar","079004307","","",9999,0,1,True,2,True,"0381","4300153","4221165"
4280,NULL,"Facultad de Derecho y Ciencias Sociales Convenio Concepción",NULL,"UA","N","",58,NULL,NULL,"PU",NULL,0,0,"secretaria.academica@derecho.unt.edu.ar","www.derecho.unt.edu.ar",NULL,NULL,NULL,9999,0,1,False,4,True,"0381","4300153",""
2958,NULL,"Facultad de Ciencias Económicas - Delegación San Martín",NULL,"UA","N","FCE",38,"",NULL,"PU",NULL,0,0,"ingresofce@fce.uncu.edu.ar","fce.uncuyo.edu.ar","075001544","","",2016,0,1,True,4,True,"0261","4492409",""
4288,NULL,"Secretaria de Posgrado",NULL,"UA","N","",3517,NULL,NULL,"PU",NULL,0,0,"","",NULL,NULL,NULL,2023,0,1,False,2,True,"","",""
2662,"","Delegación Académica Tama","","UA","N","",61,"","","PU","",0,0,"academic@unlar.edu.ar","www.unlar.edu.ar","074602609","","",9999,0,1,True,2,True,"(0380)","445-7000",""
4284,NULL,"Dirección de Educación a Distancia",NULL,"UA","N","",698,NULL,NULL,"PU",NULL,0,0,"","",NULL,NULL,NULL,2023,0,1,False,3,True,"","",""
4291,NULL,"Rectorado-Sede Esquel",NULL,"UA","N","UNPSJB",42,NULL,NULL,"PU",NULL,0,0,"pedagogia@unpata.edu.ar","www.unp.edu.ar",NULL,NULL,NULL,9999,0,1,False,3,True,"297","4557856","4557856"
4294,NULL,"Facultad de Ciencias Sociales y Humanidades",NULL,"UA","N","",4172,NULL,NULL,"PR",NULL,0,0,"","",NULL,NULL,NULL,9999,0,1,False,2,True,"","",""
3892,NULL,"Hospital Ciudad de Boulogne",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070615404","","",9999,0,1,False,4,True,"011","52855000",NULL
3876,NULL,"Policlínico Bancario",NULL,"UA","N","",33,"",NULL,"PU",NULL,0,0,"doeinfo@rec.uba.ar","www.fmed.uba.ar","070200949","","",9999,0,1,False,4,True,"011","52855000",NULL
3303,NULL,"Escuela Industrial Superior",NULL,"PRE","N","EIS",44,"",NULL,"PU",NULL,0,0,"industrial@eis.unl.edu.ar","http://www.eis.unl.edu.ar/","078204919","","",9999,0,1,True,2,True,"(0342)","457-1173/74/76",""
2202,"","Departamento de Posgrados","","UA","N","",95,"","","PR","",0,0,"posgrados@uces.edu.ar","www.uces.edu.ar","070208403",NULL,NULL,9999,0,1,True,2,True,"011","48149200",""
3540,NULL,"Facultad de Agronomía y Veterinaria",NULL,"UA","N","",95,"",NULL,"PR",NULL,0,0,"informes@uces.edu.ar","www.uces.edu.ar","070608433","","",9999,0,1,False,2,True,"02226","423550",""
2746,"","Facultad de Ciencias de la Comunicación","","UA","N","",95,"","","PR","",0,0,"informes@uces.edu.ar","www.uces.edu.ar","070208417","","",9999,0,1,True,2,True,"011","48149200",""
565,"","Facultad de Ciencias de la Salud","","UA","N","",95,"","","PR","",0,0,"informes@uces.edu.ar","www.uces.edu.ar","070208418","","",9999,0,1,True,2,True,"011","4814 9200",""
892,"","Facultad de Ciencias Económicas","","UA","N","",95,"","","PR","",0,0,"informes@uces.edu.ar","www.uces.edu.ar","070208402","","",9999,0,1,True,2,True,"011","48149200",""
566,"","Facultad de Ciencias Empresariales","","UA","N","",95,"","","PR","",0,0,"informes@uces.edu.ar","www.uces.edu.ar","070208415","","",9999,0,1,True,2,True,"011","48149200",""
893,"","Facultad de Ciencias Jurídicas y Políticas","","UA","N","",95,"","","PR","",0,0,"informes@uces.edu.ar","www.uces.edu.ar","070208416","","",9999,0,1,True,2,True,"011","48149200",""
2432,"","Facultad de Psicología y Ciencias Sociales","","UA","N","",95,"","","PR","",0,0,"informes@uces.edu.ar","www.uces.edu.ar","070208419","","",9999,0,1,True,2,True,"011","48149200",""
3598,NULL,"Rectorado",NULL,"UA","N","",95,NULL,NULL,"PR",NULL,0,0,"informes@uces.edu.ar","www.uces.edu.ar","070208435",NULL,NULL,9999,0,2,True,1,True,"011","48149200",""
